class,condition,jod,jod_low,jod_high
head,1_noise_r6,0.238644277053312,-0.0903250656342233,0.556246452455071
head,1_noise_r7,-0.0806193182641752,-0.504829650640132,0.428532862837967
head,1_noise_r8,0.599852837100258,0.281015324563226,0.832245891846648
head,1_noise_r9,-0.39150933510902,-0.75343785732056,0.065986107411991
head,1_resample_m0,-0.0678141442929847,-0.406760897454694,0.3463353852063
head,1_resample_m1,-0.369313561379436,-0.74833307997271,0.349038088631171
head,1_resample_m2,-0.316348159597963,-0.899516698410703,0.435075469803449
head,1_resample_m3,0.283900845830937,0.0430712658254589,0.503328277714535
head,1_resample_m4,0.0350110775117552,-0.32230188445411,0.489218441774995
head,1_resample_m5,0.47916449193456,0.0918323960028818,0.92207252627347
head,1_resample_r10,-2.74226249124806,-3.21670421757982,-2.28530398480434
head,1_resample_r11,-0.357397273973421,-0.762563869706996,-0.0229507585183557
head,1_resample_r12,0.814878828792604,0.441165628968265,1.1878595483388
head,1_resample_r13,0.0245642525840785,-0.416326202205854,0.393258812339556
head,1_resample_r14,0.3031939867825,-0.0603911287816078,0.72616690729551
head,1_resample_r15,0.162527390899487,-0.32988128843067,0.619302492379294
head,1_resample_r16,0.0136975527558755,-0.361064966272775,0.503600586908858
head,1_resample_r17,0.708362606547756,0.293724991541298,1.10274867004062
head,1_resample_r18,1.12420680882238,0.82791585314909,1.5760591587528
head,1_resample_r6,0.110047575970107,-0.281551479769483,0.4899845483516
head,1_resample_r7,-0.957375591051667,-1.44563448074127,-0.438001366852723
head,1_resample_r8,0.511288433599484,0.21857967259923,0.735160797732724
head,1_resample_r9,0.202528121343871,-0.143409139724215,0.505909226231872
head,1_simp_m0,-0.164866338603865,-0.559224011980711,0.35172397898946
head,1_simp_m1,0.313298477356716,-0.0341598116775394,0.644354460419547
head,1_simp_m2,-0.5059258982029,-1.14849969240214,0.226523112851501
head,1_simp_m3,0.781071498492717,0.374614286456321,1.13528615283134
head,1_simp_m4,0.870901737705288,0.600026502995807,1.21410281892409
head,1_simp_m5,1.12570458302486,0.766491340302545,1.43322999843684
head,1_simp_r10,0.771544103469657,0.439584285715181,1.07708643388517
head,1_simp_r11,1.13865596314573,0.845342694187287,1.4271871475745
head,1_simp_r12,1.11703098511266,0.842819909736455,1.40655822001189
head,1_simp_r13,0.620447651783357,0.333961662488689,1.0207410622373
head,1_simp_r14,0.876205504753676,0.554258960930491,1.114801522231
head,1_simp_r15,0.873255868635844,0.565646793523624,1.17750849758551
head,1_simp_r16,1.07460666037661,0.656821615811901,1.42126349370559
head,1_simp_r17,0.89997831654243,0.553503970041299,1.1639026510489
head,1_simp_r18,0.944003609604687,0.684917074416006,1.21560998526343
head,1_simp_r6,0.731583837127396,0.401221750548755,1.28755288430846
head,1_simp_r7,0.460813250751308,0.167234160849616,0.83511774027435
head,1_simp_r8,0.423251167037004,-0.00556501835625475,0.759571438639854
head,1_simp_r9,0.429633075498891,0.16127349689847,0.658044811912996
head,1_smooth_m0,0.0297279681704334,-0.270112377293014,0.533035793450157
head,1_smooth_m1,0.377364855342011,-0.21221526940102,0.983118177858341
head,1_smooth_m2,-0.509966504973493,-1.21779381936722,-0.0936756378954632
head,1_smooth_m3,0.692026132210221,0.329378978518545,1.06184984459838
head,1_smooth_m4,1.03413511479001,0.67631217693288,1.29986529482771
head,1_smooth_m5,1.03515246344996,0.737420446534412,1.34014195593418
head,1_smooth_r10,0.582651384240894,0.321972045987606,0.817512359866173
head,1_smooth_r11,0.746833772858593,0.469588990297427,1.08256932827897
head,1_smooth_r12,0.915656131840187,0.467599364628688,1.26698219525445
head,1_smooth_r13,0.784525251740614,0.393900882187892,1.10789290907466
head,1_smooth_r14,0.961139921786104,0.555265910609261,1.22626636081293
head,1_smooth_r15,1.02569110515984,0.722623433789256,1.33339424591427
head,1_smooth_r16,1.07356267348201,0.838593823027154,1.32713411503955
head,1_smooth_r17,0.671422340573162,0.22825486696621,1.04561381262483
head,1_smooth_r18,0.946009715802377,0.621452605177261,1.21589350179638
head,1_smooth_r6,0.646884900644251,0.292493784418559,0.971667061394099
head,1_smooth_r7,0.792018381981778,0.472141257596034,1.20110555505642
head,1_smooth_r8,1.09019207295148,0.780707677249314,1.43868304960864
head,1_smooth_r9,0.95535456861214,0.666586526061666,1.22631507371726
head,2_jpg_m0,-0.7870208630469,-1.19694809504178,-0.453847187315753
head,2_jpg_m1,-0.999952627739077,-1.40726434649839,-0.56124384185934
head,2_jpg_m2,-0.356402027290474,-0.858499124458417,0.0321260584050576
head,2_jpg_m3,-0.86919318723969,-1.36271881803072,-0.482444124958816
head,2_jpg_m4,-1.05275292075371,-1.31191609470632,-0.795315330658387
head,2_jpg_m5,-0.796701388738021,-1.6159153506751,-0.388254585625686
head,2_jpg_r10,-0.981216812767068,-1.27510926329389,-0.643154531118257
head,2_jpg_r11,-0.598903389460149,-0.992838053925589,-0.177413129484825
head,2_jpg_r12,-0.204032573265834,-0.544960522071587,0.193161061022673
head,2_jpg_r13,-0.730829931781868,-1.13578586065276,-0.41342796245982
head,2_jpg_r14,-0.353841786114071,-0.782480139648228,0.065740710446861
head,2_jpg_r15,-0.813356922507834,-1.21564359428873,-0.446283223282872
head,2_jpg_r16,-0.365635575915209,-0.687920846544808,-0.126173068871858
head,2_jpg_r17,-0.424358695479425,-0.941682659155926,0.118533081089052
head,2_jpg_r18,0.32767619213505,0.0655879802714733,0.570770004851164
head,2_jpg_r6,-0.835204978611691,-1.24520766951783,-0.535596246024618
head,2_jpg_r7,-0.995893450220112,-1.40609536747452,-0.674441924000477
head,2_jpg_r8,-0.765629996179756,-1.42323808434844,-0.309763440920102
head,2_jpg_r9,-0.747880077183177,-1.27621944011736,-0.314915597049198
head,2_noise_m0,-0.448477069474309,-0.76720389683675,-0.172047795339033
head,2_noise_m1,-0.887239759474716,-1.25134662472036,-0.420519904116031
head,2_noise_m2,-0.969693828151882,-1.22596427123221,-0.701751852780541
head,2_noise_m3,-0.996962601235021,-1.43191568909071,-0.676115123473942
head,2_noise_m4,-0.242379249374661,-0.664481342882251,0.124450280585437
head,2_noise_m5,-0.292832309089661,-0.619700268899366,0.0877819020680396
head,2_noise_r10,-0.25001598893282,-0.605389147204769,0.0793631704544357
head,2_noise_r11,0.442294458041131,0.174129213402427,0.748935408513227
head,2_noise_r12,0.255300822255956,-0.0868105968624494,0.67093927936284
head,2_noise_r13,-0.827075575171788,-1.06511134648361,-0.464379456600247
head,2_noise_r14,-0.235145528190484,-0.527608646799499,0.0468696709375694
head,2_noise_r15,0.0331430823673889,-0.407885263006587,0.411998741202302
head,2_noise_r16,-0.217877425904225,-0.48757119953713,0.0866610598039328
head,2_noise_r17,0.749964870630787,0.469449973885718,1.01758405294792
head,2_noise_r18,1.04302025335064,0.712889612300391,1.29182104544687
head,2_noise_r6,-0.131751391532883,-0.447865777330896,0.0867624550377631
head,2_noise_r7,-0.649840665554888,-1.21312064853787,-0.260193275488238
head,2_noise_r8,0.0783131204405948,-0.370275982034969,0.431225748172252
head,2_noise_r9,-0.50855176161356,-1.00340373164768,-0.177545218713174
head,2_resample_m0,-1.10980325290556,-1.42729182100583,-0.783423569623892
head,2_resample_m1,-1.09642069974686,-1.40234321904544,-0.806414041805012
head,2_resample_m2,-0.0804602591495332,-0.515763912670331,0.305179274042048
head,2_resample_m3,-0.0166863303678905,-0.308592102294475,0.323947307427567
head,2_resample_m4,-0.667020981858356,-1.10290870903754,-0.160955030525052
head,2_resample_m5,0.254765628806061,-0.0803292949362351,0.679028679368162
head,2_resample_r10,-3.07856427946358,-3.77275374272068,-2.49046836454193
head,2_resample_r11,-1.32476794311106,-1.59231907506195,-1.02498604095929
head,2_resample_r12,0.0632684764976205,-0.274512528564102,0.566671297992796
head,2_resample_r13,-0.728904770877089,-1.21359990544527,-0.363382975946008
head,2_resample_r14,0.162690513685918,-0.0480494759250916,0.403444887988297
head,2_resample_r15,-0.149855186009099,-0.419142667747742,0.215683928842707
head,2_resample_r16,0.346536300163839,0.0800294264052186,0.772100926853185
head,2_resample_r17,0.291167130188249,-0.0140880210270975,0.571843231974544
head,2_resample_r18,0.932020303700829,0.655822184835261,1.28019272089368
head,2_resample_r6,-0.824446433045203,-1.17961577957481,-0.473824236462216
head,2_resample_r7,-1.53988969845974,-2.16745167065671,-1.01921901425238
head,2_resample_r8,0.0843450481071425,-0.2247257142519,0.341931297825259
head,2_resample_r9,-0.597166438790622,-0.843402872479346,-0.153132704957225
head,2_simp_m0,-1.81492599790173,-2.19831348518433,-1.39829863934492
head,2_simp_m1,-2.11091800174658,-2.84118821421654,-1.2217501610543
head,2_simp_m2,-1.45104381866991,-1.89564289124609,-1.02264166596673
head,2_simp_m3,-2.06281135513192,-2.53199457065816,-1.70515845557405
head,2_simp_m4,-1.8247870934659,-2.19455442177879,-1.49847303487742
head,2_simp_m5,0.245666932128092,-0.0137633060763843,0.595240946720707
head,2_simp_r10,-0.978841857464623,-1.32457328141244,-0.549952900355509
head,2_simp_r11,-0.664548071561036,-1.00075435581577,-0.347599330433838
head,2_simp_r12,-0.337689613152933,-0.673883336739614,-0.0180203993628978
head,2_simp_r13,-1.05363838735891,-1.8010795307593,-0.306695434675534
head,2_simp_r14,-1.1339168052724,-1.51509854663749,-0.787671157289798
head,2_simp_r15,-0.898821698894533,-1.46268242638311,-0.531610841955378
head,2_simp_r16,-0.40184911344783,-0.723906881479551,-0.00337286561606091
head,2_simp_r17,0.589482936278723,0.308845033068895,0.915605995134392
head,2_simp_r18,0.559953922542738,0.270239353998493,0.839360880838503
head,2_simp_r6,-1.08245895558533,-1.56809662980759,-0.691655645705908
head,2_simp_r7,-1.58118464272071,-2.05757631472831,-1.21976450925002
head,2_simp_r8,-1.27239284976928,-1.65461864389748,-0.947397690432256
head,2_simp_r9,-0.430744854819201,-0.899137955637257,0.173608451874621
head,2_smooth_m0,-0.381815893400604,-0.905472775805818,0.298892453784088
head,2_smooth_m1,0.283555584806509,-0.211831783033804,0.603800665577493
head,2_smooth_m2,-1.06666973954932,-1.48120820520117,-0.439926598394535
head,2_smooth_m3,-0.013559278360763,-0.461859686915018,0.592511575531728
head,2_smooth_m4,1.06589425850752,0.80148721037867,1.47881906637066
head,2_smooth_m5,1.03261210710191,0.589231517116352,1.3434902100473
head,2_smooth_r10,0.56593717100572,0.249482168063538,0.764823717780995
head,2_smooth_r11,0.534633313969942,0.183420023276125,0.763062239283233
head,2_smooth_r12,0.821944168597917,0.530839436371406,1.07827356708981
head,2_smooth_r13,0.529746137472526,0.205481077285753,0.845750454718725
head,2_smooth_r14,1.26684771027881,0.978530202044395,1.58833989262155
head,2_smooth_r15,0.829411796394622,0.501585608357876,1.15011129843146
head,2_smooth_r16,0.982361298288245,0.616866624149656,1.24810178790084
head,2_smooth_r17,1.13309319766931,0.843437909007419,1.37950806166528
head,2_smooth_r18,0.864191286981974,0.529626447486143,1.16958499290462
head,2_smooth_r6,1.24670879794408,0.965650412775773,1.54657550894929
head,2_smooth_r7,0.465484672927526,0.256778302253308,0.693937783790299
head,2_smooth_r8,1.11185343336246,0.806895628533411,1.34892400767758
head,2_smooth_r9,0.637436087723644,0.297703070263145,0.981779150148381
