observer, scene, part_A, part_B, distortion_A, distortion_B, level_A, level_B, is_A_selected
"031", "head2", "r11", "r13", "resample", "resample", 2.000000, 2.000000, 0
"031", "head2", "r10", "r8", "smooth", "noise", 2.000000, 2.000000, 1
"031", "head2", "r10", "r7", "jpg", "noise", 1.000000, 2.000000, 1
"031", "head2", "m5", "r10", "noise", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m1", "r8", "jpg", "jpg", 2.000000, 2.000000, 0
"031", "head2", "m0", "r13", "jpg", "resample", 2.000000, 2.000000, 0
"031", "head2", "r18", "r10", "simp", "smooth", 2.000000, 2.000000, 1
"031", "head2", "r9", "r10", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "m1", "r10", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "m0", "m1", "simp", "noise", 1.000000, 1.000000, 1
"031", "head2", "r15", "r10", "noise", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m0", "m1", "jpg", "noise", 2.000000, 2.000000, 0
"031", "head2", "m0", "r7", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r13", "r14", "resample", "simp", 2.000000, 2.000000, 0
"031", "head2", "r14", "r10", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "r12", "r10", "jpg", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m0", "r9", "jpg", "jpg", 2.000000, 2.000000, 0
"031", "head2", "r16", "r10", "noise", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r6", "r10", "smooth", "smooth", 2.000000, 2.000000, 1
"031", "head2", "r7", "m3", "jpg", "noise", 1.000000, 1.000000, 0
"031", "head2", "r7", "r10", "smooth", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r7", "m2", "jpg", "noise", 1.000000, 2.000000, 0
"031", "head2", "m5", "r10", "simp", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r8", "r10", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r13", "r17", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "r10", "r13", "jpg", "noise", 1.000000, 2.000000, 0
"031", "head2", "m4", "r10", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "m3", "r10", "simp", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r7", "m1", "jpg", "resample", 1.000000, 2.000000, 0
"031", "head2", "r10", "r9", "jpg", "noise", 1.000000, 2.000000, 0
"031", "head2", "r12", "r14", "jpg", "resample", 2.000000, 2.000000, 1
"031", "head2", "r10", "r7", "jpg", "noise", 1.000000, 1.000000, 1
"031", "head2", "r6", "r10", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r15", "r10", "resample", "smooth", 1.000000, 2.000000, 1
"031", "head2", "m0", "r14", "simp", "noise", 1.000000, 1.000000, 1
"031", "head2", "r18", "r10", "jpg", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r14", "m0", "jpg", "simp", 1.000000, 1.000000, 0
"031", "head2", "r13", "r15", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "r13", "m3", "resample", "noise", 2.000000, 2.000000, 1
"031", "head2", "m2", "r8", "resample", "jpg", 1.000000, 2.000000, 1
"031", "head2", "r11", "r10", "smooth", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r10", "r17", "jpg", "jpg", 1.000000, 2.000000, 1
"031", "head2", "r6", "r8", "jpg", "jpg", 2.000000, 2.000000, 1
"031", "head2", "r11", "r10", "simp", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r8", "r10", "noise", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r7", "m5", "jpg", "jpg", 1.000000, 2.000000, 1
"031", "head2", "r15", "r10", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r7", "r10", "jpg", "jpg", 1.000000, 1.000000, 1
"031", "head2", "r9", "r13", "noise", "resample", 1.000000, 2.000000, 1
"031", "head2", "r8", "r8", "jpg", "simp", 2.000000, 2.000000, 1
"031", "head2", "r8", "r10", "resample", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r7", "r14", "jpg", "noise", 1.000000, 2.000000, 1
"031", "head2", "m0", "r12", "simp", "resample", 1.000000, 2.000000, 1
"031", "head2", "r10", "m0", "jpg", "resample", 1.000000, 2.000000, 1
"031", "head2", "r13", "r10", "resample", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m2", "r10", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r10", "m2", "jpg", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m1", "m0", "jpg", "simp", 1.000000, 1.000000, 0
"031", "head2", "m0", "r10", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r8", "r11", "jpg", "jpg", 2.000000, 2.000000, 0
"031", "head2", "m3", "r10", "jpg", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r14", "r17", "smooth", "noise", 1.000000, 1.000000, 1
"031", "head2", "r10", "ref", "smooth", "ref", 2.000000, 4.000000, 0
"031", "head2", "r10", "r11", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "m5", "ref", "smooth", "ref", 1.000000, 1.000000, 0
"031", "head2", "m0", "m5", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r8", "r10", "jpg", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r8", "r13", "jpg", "simp", 2.000000, 2.000000, 1
"031", "head2", "m5", "r18", "smooth", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r16", "r13", "jpg", "resample", 2.000000, 2.000000, 1
"031", "head2", "r13", "r7", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "r10", "r18", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r9", "r10", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r13", "r12", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "m4", "r10", "resample", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r18", "r10", "simp", "smooth", 1.000000, 2.000000, 1
"031", "head2", "m4", "r10", "smooth", "smooth", 1.000000, 2.000000, 1
"031", "head2", "m5", "r10", "resample", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r7", "r9", "jpg", "jpg", 1.000000, 1.000000, 0
"031", "head2", "r10", "r17", "smooth", "noise", 2.000000, 2.000000, 1
"031", "head2", "m4", "r10", "simp", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m3", "r10", "smooth", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m0", "m0", "resample", "simp", 1.000000, 1.000000, 0
"031", "head2", "r10", "m4", "jpg", "noise", 1.000000, 1.000000, 0
"031", "head2", "m2", "r13", "jpg", "resample", 2.000000, 2.000000, 0
"031", "head2", "r7", "m2", "jpg", "simp", 1.000000, 2.000000, 0
"031", "head2", "r13", "r11", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "r10", "m5", "smooth", "noise", 2.000000, 2.000000, 1
"031", "head2", "r10", "r15", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r17", "ref", "noise", "ref", 1.000000, 0.000000, 1
"031", "head2", "r9", "r10", "simp", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r15", "r10", "smooth", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r17", "r14", "jpg", "resample", 1.000000, 2.000000, 0
"031", "head2", "r10", "m4", "jpg", "jpg", 1.000000, 2.000000, 1
"031", "head2", "m3", "r8", "jpg", "jpg", 2.000000, 2.000000, 1
"031", "head2", "r7", "r10", "simp", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r13", "r16", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "m3", "r10", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "m0", "m2", "simp", "simp", 1.000000, 1.000000, 0
"031", "head2", "m2", "r10", "noise", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m5", "r10", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r6", "r10", "noise", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r7", "r9", "jpg", "resample", 1.000000, 1.000000, 0
"031", "head2", "r10", "r13", "jpg", "noise", 1.000000, 1.000000, 1
"031", "head2", "r10", "m0", "jpg", "simp", 1.000000, 1.000000, 0
"031", "head2", "m2", "r7", "jpg", "jpg", 1.000000, 1.000000, 1
"031", "head2", "r10", "r16", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r10", "ref", "smooth", "ref", 2.000000, 3.000000, 1
"031", "head2", "r16", "r14", "jpg", "resample", 1.000000, 2.000000, 1
"031", "head2", "m3", "m0", "resample", "simp", 1.000000, 1.000000, 0
"031", "head2", "r7", "r6", "jpg", "simp", 1.000000, 2.000000, 0
"031", "head2", "r12", "r10", "resample", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r13", "m0", "resample", "simp", 2.000000, 2.000000, 1
"031", "head2", "r7", "r7", "jpg", "resample", 1.000000, 1.000000, 1
"031", "head2", "r10", "r13", "jpg", "jpg", 1.000000, 1.000000, 0
"031", "head2", "r10", "r18", "smooth", "noise", 2.000000, 2.000000, 1
"031", "head2", "r17", "r10", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r6", "r10", "smooth", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m1", "r10", "smooth", "smooth", 2.000000, 2.000000, 0
"031", "head2", "m0", "r16", "simp", "noise", 1.000000, 2.000000, 1
"031", "head2", "r8", "m1", "jpg", "simp", 2.000000, 2.000000, 1
"031", "head2", "m3", "r10", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r7", "m2", "jpg", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r18", "r10", "resample", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r10", "r10", "smooth", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r12", "r14", "noise", "resample", 1.000000, 2.000000, 1
"031", "head2", "m0", "r9", "simp", "smooth", 1.000000, 2.000000, 0
"031", "head2", "r14", "r16", "resample", "resample", 2.000000, 2.000000, 0
"031", "head2", "r17", "r17", "simp", "noise", 1.000000, 1.000000, 0
"031", "head2", "r8", "m3", "jpg", "simp", 2.000000, 2.000000, 1
"031", "head2", "r11", "r10", "noise", "smooth", 1.000000, 2.000000, 1
"031", "head2", "m5", "m0", "jpg", "simp", 1.000000, 1.000000, 0
"031", "head2", "r7", "r6", "jpg", "resample", 1.000000, 2.000000, 1
"031", "head2", "r17", "r10", "smooth", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r10", "r7", "resample", "resample", 1.000000, 2.000000, 0
"031", "head2", "r8", "m1", "jpg", "resample", 1.000000, 1.000000, 0
"031", "head2", "m3", "m0", "jpg", "simp", 2.000000, 2.000000, 0
"031", "head2", "r11", "r12", "smooth", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r11", "r6", "smooth", "noise", 1.000000, 1.000000, 0
"031", "head2", "r14", "m1", "simp", "noise", 2.000000, 2.000000, 0
"031", "head2", "r14", "m1", "jpg", "noise", 2.000000, 2.000000, 1
"031", "head2", "r9", "m1", "jpg", "noise", 1.000000, 2.000000, 1
"031", "head2", "r11", "r15", "smooth", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m2", "m1", "simp", "noise", 2.000000, 2.000000, 0
"031", "head2", "r11", "r15", "smooth", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r6", "m4", "simp", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r16", "m3", "simp", "noise", 2.000000, 2.000000, 1
"031", "head2", "r17", "r6", "smooth", "noise", 2.000000, 2.000000, 1
"031", "head2", "m2", "m1", "jpg", "noise", 1.000000, 2.000000, 1
"031", "head2", "r6", "m3", "jpg", "noise", 2.000000, 2.000000, 1
"031", "head2", "r11", "r12", "smooth", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r6", "r17", "simp", "simp", 1.000000, 1.000000, 0
"031", "head2", "m1", "r14", "noise", "noise", 2.000000, 2.000000, 0
"031", "head2", "r11", "r11", "simp", "smooth", 1.000000, 1.000000, 1
"031", "head2", "r11", "m1", "jpg", "noise", 1.000000, 2.000000, 1
"031", "head2", "r15", "m0", "jpg", "simp", 2.000000, 2.000000, 1
"031", "head2", "r11", "r17", "smooth", "smooth", 1.000000, 1.000000, 0
"031", "head2", "m0", "m3", "jpg", "noise", 2.000000, 2.000000, 1
"031", "head2", "r12", "m3", "simp", "noise", 2.000000, 2.000000, 1
"031", "head2", "m4", "m0", "jpg", "resample", 1.000000, 1.000000, 0
"031", "head2", "m1", "r7", "noise", "noise", 2.000000, 2.000000, 0
"031", "head2", "r7", "m3", "resample", "noise", 2.000000, 2.000000, 1
"031", "head2", "m3", "r17", "jpg", "smooth", 1.000000, 2.000000, 0
"031", "head2", "m0", "m2", "resample", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r9", "r17", "jpg", "jpg", 2.000000, 2.000000, 0
"031", "head2", "m0", "r7", "simp", "simp", 2.000000, 2.000000, 1
"031", "head2", "r8", "r11", "smooth", "smooth", 1.000000, 1.000000, 1
"031", "head2", "m2", "r17", "noise", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r9", "r11", "simp", "smooth", 1.000000, 1.000000, 1
"031", "head2", "m0", "r18", "resample", "jpg", 1.000000, 2.000000, 1
"031", "head2", "m0", "r12", "resample", "resample", 1.000000, 2.000000, 1
"031", "head2", "m3", "r11", "simp", "smooth", 1.000000, 1.000000, 0
"031", "head2", "r16", "r17", "resample", "smooth", 1.000000, 2.000000, 1
"031", "head2", "r17", "m1", "jpg", "noise", 2.000000, 2.000000, 0
"031", "head2", "m0", "r6", "simp", "simp", 1.000000, 1.000000, 1
"031", "head2", "r16", "r18", "simp", "smooth", 1.000000, 1.000000, 1
"031", "head2", "m1", "m3", "resample", "simp", 1.000000, 1.000000, 1
"031", "head2", "r12", "m1", "simp", "noise", 2.000000, 2.000000, 0
"031", "head2", "m2", "m3", "jpg", "noise", 2.000000, 2.000000, 0
"031", "head2", "r14", "m0", "jpg", "resample", 1.000000, 1.000000, 1
"031", "head2", "m0", "r13", "resample", "noise", 1.000000, 2.000000, 1
"031", "head2", "m0", "m4", "simp", "simp", 2.000000, 2.000000, 1
"031", "head2", "m3", "r17", "smooth", "smooth", 2.000000, 2.000000, 1
"031", "head2", "r12", "r11", "simp", "smooth", 1.000000, 1.000000, 0
"031", "head2", "m0", "r16", "resample", "jpg", 1.000000, 2.000000, 1
"031", "head2", "r6", "r18", "simp", "resample", 1.000000, 2.000000, 1
"031", "head2", "r9", "r11", "smooth", "smooth", 1.000000, 1.000000, 0
"031", "head2", "m5", "r17", "resample", "smooth", 2.000000, 2.000000, 0
"031", "head2", "r11", "r18", "smooth", "noise", 1.000000, 1.000000, 0
"031", "head2", "m1", "r17", "smooth", "smooth", 2.000000, 2.000000, 0
"034", "head2", "r12", "ref", "smooth", "ref", 2.000000, 2.000000, 1
"034", "head2", "r13", "m4", "noise", "resample", 1.000000, 2.000000, 0
"034", "head2", "r12", "r6", "jpg", "simp", 1.000000, 2.000000, 1
"034", "head2", "r15", "ref", "smooth", "ref", 1.000000, 2.000000, 1
"034", "head2", "r12", "r14", "jpg", "simp", 1.000000, 1.000000, 0
"034", "head2", "r12", "r17", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "m2", "r12", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "r8", "ref", "smooth", "ref", 1.000000, 2.000000, 0
"034", "head2", "r6", "m2", "smooth", "noise", 1.000000, 1.000000, 1
"034", "head2", "m4", "m1", "resample", "noise", 2.000000, 2.000000, 1
"034", "head2", "r8", "m5", "simp", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r10", "r17", "jpg", "simp", 2.000000, 2.000000, 0
"034", "head2", "r8", "r6", "simp", "smooth", 1.000000, 2.000000, 0
"034", "head2", "r11", "ref", "noise", "ref", 1.000000, 2.000000, 0
"034", "head2", "r12", "r10", "jpg", "noise", 1.000000, 1.000000, 1
"034", "head2", "m3", "r6", "simp", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r12", "r11", "jpg", "noise", 1.000000, 2.000000, 0
"034", "head2", "r12", "m3", "jpg", "noise", 1.000000, 1.000000, 0
"034", "head2", "r6", "m1", "smooth", "smooth", 1.000000, 2.000000, 1
"034", "head2", "r7", "ref", "smooth", "ref", 1.000000, 2.000000, 1
"034", "head2", "m3", "r12", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "m5", "r6", "simp", "smooth", 1.000000, 1.000000, 1
"034", "head2", "r6", "r11", "smooth", "smooth", 1.000000, 1.000000, 1
"034", "head2", "r6", "r17", "smooth", "smooth", 1.000000, 2.000000, 1
"034", "head2", "r17", "m4", "jpg", "resample", 2.000000, 2.000000, 0
"034", "head2", "r6", "r9", "smooth", "simp", 1.000000, 2.000000, 1
"034", "head2", "r12", "m0", "resample", "noise", 1.000000, 1.000000, 1
"034", "head2", "m3", "m3", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "m4", "m2", "resample", "simp", 2.000000, 2.000000, 1
"034", "head2", "r12", "m2", "jpg", "smooth", 1.000000, 2.000000, 1
"034", "head2", "r8", "r17", "simp", "noise", 1.000000, 1.000000, 0
"034", "head2", "r18", "ref", "jpg", "ref", 1.000000, 2.000000, 1
"034", "head2", "r7", "r16", "resample", "simp", 1.000000, 2.000000, 0
"034", "head2", "r12", "r12", "jpg", "jpg", 1.000000, 2.000000, 1
"034", "head2", "r12", "ref", "smooth", "ref", 1.000000, 2.000000, 1
"034", "head2", "r10", "r12", "jpg", "simp", 2.000000, 2.000000, 0
"034", "head2", "r12", "r13", "jpg", "resample", 1.000000, 2.000000, 0
"034", "head2", "r12", "r13", "jpg", "noise", 1.000000, 1.000000, 0
"034", "head2", "r10", "r15", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "m0", "ref", "smooth", "ref", 2.000000, 2.000000, 1
"034", "head2", "r12", "m5", "jpg", "smooth", 1.000000, 2.000000, 0
"034", "head2", "m5", "r10", "jpg", "jpg", 2.000000, 2.000000, 1
"034", "head2", "r12", "r9", "jpg", "resample", 1.000000, 1.000000, 0
"034", "head2", "r9", "ref", "simp", "ref", 1.000000, 2.000000, 0
"034", "head2", "r7", "r10", "resample", "jpg", 1.000000, 2.000000, 1
"034", "head2", "r6", "r13", "smooth", "smooth", 1.000000, 2.000000, 0
"034", "head2", "r15", "ref", "noise", "ref", 1.000000, 2.000000, 1
"034", "head2", "r8", "r18", "simp", "resample", 1.000000, 2.000000, 0
"034", "head2", "r12", "r16", "jpg", "jpg", 1.000000, 1.000000, 0
"034", "head2", "r13", "m4", "jpg", "resample", 2.000000, 2.000000, 0
"034", "head2", "r8", "m4", "simp", "smooth", 1.000000, 1.000000, 1
"034", "head2", "m0", "r6", "smooth", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r16", "ref", "smooth", "ref", 1.000000, 2.000000, 0
"034", "head2", "r12", "r13", "jpg", "noise", 1.000000, 2.000000, 1
"034", "head2", "r12", "m1", "jpg", "resample", 1.000000, 2.000000, 0
"034", "head2", "r12", "r15", "jpg", "noise", 1.000000, 2.000000, 0
"034", "head2", "r8", "ref", "noise", "ref", 1.000000, 2.000000, 1
"034", "head2", "r8", "r8", "simp", "smooth", 1.000000, 2.000000, 0
"034", "head2", "r18", "ref", "simp", "ref", 2.000000, 2.000000, 0
"034", "head2", "r10", "m3", "resample", "noise", 2.000000, 2.000000, 0
"034", "head2", "r10", "r12", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "m0", "ref", "noise", "ref", 1.000000, 2.000000, 0
"034", "head2", "r17", "ref", "smooth", "ref", 1.000000, 2.000000, 1
"034", "head2", "r6", "r10", "smooth", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r6", "ref", "simp", "ref", 1.000000, 2.000000, 1
"034", "head2", "r7", "r10", "jpg", "jpg", 1.000000, 2.000000, 1
"034", "head2", "r7", "m4", "jpg", "resample", 2.000000, 2.000000, 0
"034", "head2", "r6", "m2", "smooth", "resample", 1.000000, 2.000000, 0
"034", "head2", "ref", "ref", "ref", "ref", 0.000000, 2.000000, 0
"034", "head2", "m1", "r7", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "r12", "r10", "jpg", "simp", 1.000000, 1.000000, 1
"034", "head2", "r15", "ref", "resample", "ref", 1.000000, 2.000000, 0
"034", "head2", "r6", "r16", "smooth", "resample", 1.000000, 2.000000, 1
"034", "head2", "r16", "m4", "jpg", "resample", 2.000000, 2.000000, 0
"034", "head2", "r18", "ref", "smooth", "ref", 2.000000, 2.000000, 1
"034", "head2", "m1", "r12", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "r13", "r6", "resample", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r16", "ref", "simp", "ref", 1.000000, 1.000000, 0
"034", "head2", "r8", "ref", "simp", "ref", 1.000000, 4.000000, 1
"034", "head2", "r7", "r13", "simp", "simp", 2.000000, 2.000000, 0
"034", "head2", "m1", "ref", "smooth", "ref", 1.000000, 2.000000, 0
"034", "head2", "m1", "ref", "simp", "ref", 1.000000, 2.000000, 0
"034", "head2", "r16", "ref", "smooth", "ref", 2.000000, 2.000000, 1
"034", "head2", "r10", "r11", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "r10", "r15", "jpg", "jpg", 2.000000, 2.000000, 1
"034", "head2", "m4", "m0", "resample", "simp", 2.000000, 2.000000, 1
"034", "head2", "m0", "r8", "simp", "simp", 1.000000, 1.000000, 1
"034", "head2", "r6", "r8", "smooth", "resample", 1.000000, 2.000000, 0
"034", "head2", "r10", "m4", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "m0", "r8", "noise", "noise", 1.000000, 2.000000, 1
"034", "head2", "r12", "r14", "jpg", "jpg", 1.000000, 2.000000, 1
"034", "head2", "r12", "m4", "jpg", "noise", 1.000000, 1.000000, 0
"034", "head2", "r13", "r18", "simp", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r15", "ref", "simp", "ref", 1.000000, 2.000000, 1
"034", "head2", "r12", "m1", "jpg", "noise", 1.000000, 1.000000, 1
"034", "head2", "r10", "r11", "jpg", "jpg", 2.000000, 2.000000, 1
"034", "head2", "m5", "ref", "noise", "ref", 2.000000, 2.000000, 0
"034", "head2", "r12", "r12", "jpg", "resample", 1.000000, 2.000000, 0
"034", "head2", "r8", "r17", "simp", "simp", 1.000000, 1.000000, 0
"034", "head2", "r11", "ref", "simp", "ref", 1.000000, 2.000000, 0
"034", "head2", "m0", "r6", "resample", "smooth", 1.000000, 1.000000, 1
"034", "head2", "r12", "m5", "jpg", "simp", 1.000000, 2.000000, 1
"034", "head2", "m5", "r12", "jpg", "jpg", 1.000000, 1.000000, 0
"034", "head2", "r6", "r12", "jpg", "jpg", 1.000000, 1.000000, 0
"034", "head2", "r6", "r17", "smooth", "resample", 1.000000, 2.000000, 1
"034", "head2", "r12", "ref", "simp", "ref", 1.000000, 2.000000, 0
"034", "head2", "r12", "m2", "jpg", "simp", 1.000000, 1.000000, 0
"034", "head2", "m1", "ref", "resample", "ref", 1.000000, 2.000000, 1
"034", "head2", "m0", "r10", "jpg", "jpg", 2.000000, 2.000000, 0
"034", "head2", "m5", "ref", "simp", "ref", 1.000000, 2.000000, 0
"034", "head2", "r12", "r7", "jpg", "noise", 1.000000, 1.000000, 1
"034", "head2", "r12", "r7", "jpg", "smooth", 1.000000, 2.000000, 0
"034", "head2", "r12", "r18", "jpg", "jpg", 1.000000, 2.000000, 0
"034", "head2", "r11", "ref", "resample", "ref", 1.000000, 2.000000, 0
"034", "head2", "r18", "ref", "resample", "ref", 1.000000, 2.000000, 1
"034", "head2", "r12", "r12", "jpg", "noise", 1.000000, 2.000000, 0
"034", "head2", "r12", "r9", "jpg", "noise", 1.000000, 2.000000, 1
"034", "head2", "r12", "r15", "jpg", "resample", 1.000000, 2.000000, 0
"034", "head2", "r6", "ref", "noise", "ref", 1.000000, 2.000000, 1
"034", "head2", "m5", "ref", "noise", "ref", 1.000000, 2.000000, 1
"034", "head2", "r10", "r7", "jpg", "resample", 2.000000, 2.000000, 1
"034", "head2", "r12", "r6", "jpg", "smooth", 1.000000, 1.000000, 0
"034", "head2", "m0", "ref", "noise", "ref", 2.000000, 2.000000, 0
"034", "head2", "m4", "m0", "simp", "noise", 1.000000, 1.000000, 1
"034", "head2", "m4", "r6", "resample", "resample", 2.000000, 2.000000, 1
"034", "head2", "r13", "ref", "smooth", "ref", 1.000000, 2.000000, 0
"034", "head2", "r12", "r6", "jpg", "noise", 1.000000, 2.000000, 1
"034", "head2", "r12", "r10", "jpg", "simp", 1.000000, 2.000000, 1
"034", "head2", "r10", "r7", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "r12", "r13", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "r6", "ref", "smooth", "ref", 1.000000, 3.000000, 1
"034", "head2", "m5", "r6", "resample", "smooth", 1.000000, 1.000000, 1
"034", "head2", "r9", "r10", "jpg", "jpg", 2.000000, 2.000000, 0
"034", "head2", "m2", "r6", "smooth", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r6", "r10", "smooth", "noise", 1.000000, 2.000000, 1
"034", "head2", "r13", "r14", "simp", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r6", "m3", "smooth", "resample", 1.000000, 2.000000, 1
"034", "head2", "r12", "r12", "jpg", "noise", 1.000000, 1.000000, 0
"034", "head2", "r6", "m5", "smooth", "resample", 1.000000, 2.000000, 0
"034", "head2", "r8", "r16", "simp", "smooth", 1.000000, 2.000000, 0
"034", "head2", "r18", "ref", "noise", "ref", 2.000000, 2.000000, 1
"034", "head2", "r6", "r10", "jpg", "jpg", 2.000000, 2.000000, 0
"034", "head2", "m2", "r10", "jpg", "jpg", 2.000000, 2.000000, 0
"034", "head2", "r10", "ref", "smooth", "ref", 2.000000, 2.000000, 1
"034", "head2", "r8", "r6", "resample", "smooth", 1.000000, 1.000000, 0
"034", "head2", "r8", "r13", "simp", "simp", 1.000000, 1.000000, 0
"034", "head2", "r12", "m2", "jpg", "noise", 1.000000, 2.000000, 1
"034", "head2", "r16", "ref", "resample", "ref", 1.000000, 2.000000, 0
"034", "head2", "m4", "ref", "smooth", "ref", 2.000000, 2.000000, 0
"034", "head2", "m0", "r12", "jpg", "jpg", 1.000000, 1.000000, 1
"034", "head2", "r12", "r9", "jpg", "noise", 1.000000, 1.000000, 0
"034", "head2", "r12", "r15", "jpg", "jpg", 1.000000, 1.000000, 0
"034", "head2", "r12", "m4", "jpg", "noise", 1.000000, 2.000000, 0
"034", "head2", "r11", "ref", "smooth", "ref", 2.000000, 2.000000, 0
"034", "head2", "r6", "m3", "smooth", "smooth", 1.000000, 2.000000, 0
"034", "head2", "r12", "r14", "jpg", "resample", 1.000000, 2.000000, 0
"034", "head2", "m4", "r12", "jpg", "jpg", 1.000000, 1.000000, 0
"034", "head2", "r12", "r7", "jpg", "noise", 1.000000, 2.000000, 1
"034", "head2", "r18", "ref", "simp", "ref", 1.000000, 2.000000, 1
"034", "head2", "r12", "r14", "jpg", "noise", 1.000000, 1.000000, 0
"034", "head2", "m2", "r10", "resample", "resample", 1.000000, 2.000000, 1
"034", "head2", "r10", "m3", "jpg", "simp", 2.000000, 2.000000, 1
"034", "head2", "r13", "ref", "simp", "ref", 1.000000, 1.000000, 1
"034", "head2", "r15", "ref", "smooth", "ref", 2.000000, 2.000000, 0
"034", "head2", "r10", "m3", "resample", "simp", 2.000000, 2.000000, 0
"034", "head2", "m4", "r14", "resample", "noise", 2.000000, 2.000000, 1
"034", "head2", "r14", "ref", "resample", "ref", 1.000000, 2.000000, 1
"034", "head2", "r10", "m1", "resample", "simp", 2.000000, 2.000000, 0
