1,-141.06552308853,-0
4,-137.998998516048,-0
7,-126.334294225188,-0
10,-147.479487478387,-0
13,-147.965337694024,-0
15,-174.838260097636,0.138326116609684
17,-177.837788926678,0.250034203793503
18,-131.213210626882,-0
19,-118.531142961097,-0
20,-121.862598441426,-0
21,-169.265853170363,-0
22,-137.399270270145,-0
23,-170.232517303357,-0
24,-166.371492192534,-0
25,-157.081829583534,-0
26,-138.447924269352,-0
27,-119.720630110829,-0
28,-94.809346705167,-0
29,-164.25732003949,-0
30,-94.6835743350941,-0
31,-173.049875987591,0.0717233334829286
32,-164.863880904885,-0
33,-155.902698861548,-0
34,-172.516918743608,0.051875004738856
35,-94.869810301248,-0
36,-170.1861683811,-0
37,-111.592452529431,-0
38,-174.508239726104,0.126035538143291
39,-175.225512227044,0.152748113229674
40,-119.897152367678,-0
41,-155.809807055447,-0
43,-168.332184172136,-0
44,-186.673193745691,0.579081273543501
45,-148.229355672149,-0
46,-153.226086856945,-0
47,-188.259481051697,0.638157592118023
48,-96.6590800170109,-0
49,-164.158587376169,-0
50,-162.680066193831,-0
51,-178.075558409207,0.258889185891641
52,-158.725503614032,-0
53,-163.526193083235,-0
54,-169.940448906849,-0
55,-163.922283114014,-0
56,-163.881493109419,-0
57,-167.361722085803,-0
58,-149.877610952154,-0
59,-357.444436888876,6.93892310364361
60,-236.235602877155,2.42487847565514
61,-154.766587217666,-0
62,-197.414751669688,0.979117064980586
63,-171.436528850033,0.0116392559587764
64,-165.228368741956,-0
66,-163.895711805185,-0
67,-159.224278738791,-0
68,-165.981582027584,-0
69,-165.884311056037,-0
70,-119.120115300062,-0
71,-168.729555179713,-0
72,-180.176551819452,0.337134126487636
73,-156.983849173,-0
74,-184.604284701889,0.502031215013363
75,-130.291305531732,-0
76,-295.062978081316,4.61572041538805
78,-160.991813685817,-0
79,-170.811466069404,-0
80,-166.332653065629,-0
81,-174.386813938353,0.121513413750583
